Type;Committee / Working Group;Reference;Vote;Result;Status;Start date;End date;Vienna agreement;Role;English title;URL;Note;Vote in parallel with;Project ID
"SR";"ISO/TC 108/SC 4";"ISO 5349-1:2001 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Mechanical vibration — Measurement and evaluation of human exposure to hand-transmitted vibration — Part 1: General requirements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556273";"";"ISO";"32355"
"SR";"ISO/TC 108/SC 4";"ISO 5349-2:2001 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Mechanical vibration — Measurement and evaluation of human exposure to hand-transmitted vibration — Part 2: Practical guidance for measurement at the workplace";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555676";"";"CEN";"27511"
"SR";"ISO/TC 108/SC 4";"ISO 9996:1996 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Mechanical vibration and shock — Disturbance to human activity and performance — Classification";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555961";"";"";"17931"
"SR";"ISO/TC 113/SC 1";"ISO 24578:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Hydrometry — Acoustic Doppler profiler — Method and application for measurement of flow in open channels from a moving boat";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555624";"";"ISO";"70758"
"SR";"ISO/TC 113/SC 2";"ISO 26906:2015 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Hydrometry — Fishpasses at flow measurement structures";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555445";"";"";"62435"
"SR";"ISO/TC 113/SC 5";"ISO 3455:2021 (Ed 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Hydrometry — Calibration of current-meters in straight open tanks";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555808";"";"";"72298"
"SR";"ISO/TC 121/SC 3";"ISO 80601-2-85:2021";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Medical electrical equipment — Part 2-85: Particular requirements for the basic safety and essential performance of cerebral tissue oximeter equipment";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555225";"";"ISO, ISO";"72442"
"SR";"ISO/TC 121/SC 6";"ISO 19054:2005 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Rail systems for supporting medical equipment";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555509";"";"";"32078"
"SR";"ISO/TC 134";"ISO 22145:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Fertilizers and soil conditioners — Mineral soil amendments — Determination of total calcium and magnesium content";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555544";"";"ISO";"72686"
"SR";"ISO/TC 136";"ISO 24496:2021 (Ed 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Office furniture — Office chairs — Methods for the determination of dimensions";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555615";"";"";"76831"
"SR";"ISO/TC 138/SC 1";"ISO 13229:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for non-pressure applications — Unplasticized poly(vinyl chloride) (PVC-U) pipes and fittings — Determination of the viscosity number and K-value";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555903";"";"";"53553"
"SR";"ISO/TC 138/SC 1";"ISO 13254:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for non-pressure applications — Test method for watertightness";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555408";"";"";"53554"
"SR";"ISO/TC 138/SC 1";"ISO 13255:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for soil and waste discharge inside buildings — Test method for airtightness of joints";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555510";"";"";"53555"
"SR";"ISO/TC 138/SC 1";"ISO 13260:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for non-pressure underground drainage and sewerage — Test method for resistance to combined temperature cycling and external loading";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555467";"";"";"53558"
"SR";"ISO/TC 138/SC 1";"ISO 13262:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for non-pressure underground drainage and sewerage — Thermoplastics spirally-formed structured-wall pipes — Determination of the tensile strength of a seam";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555325";"";"";"53559"
"SR";"ISO/TC 138/SC 1";"ISO 13263:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for non-pressure underground drainage and sewerage — Thermoplastics fittings — Test method for impact strength";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555159";"";"";"53560"
"SR";"ISO/TC 138/SC 1";"ISO 13264:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermoplastics piping systems for non-pressure underground drainage and sewerage — Thermoplastics fittings — Test method for mechanical strength or flexibility of fabricated fittings";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555348";"";"";"53561"
"SR";"ISO/TC 138/SC 5";"ISO 13480:1997 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Polyethylene pipes — Resistance to slow crack growth — Cone test method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555944";"";"ISO";"22079"
"SR";"ISO/TC 138/SC 5";"ISO 17455:2005 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Plastics piping systems — Multilayer pipes — Determination of the oxygen permeability of the barrier pipe";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556005";"";"";"42130"
"SR";"ISO/TC 138/SC 5";"ISO 19899:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Plastics piping systems — Polyolefin pipes and mechanical fitting assemblies — Test method for the resistance to end load (AREL test)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555447";"";"";"50939"
"SR";"ISO/TC 138/SC 6";"ISO 10952:2021 (Ed 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Glass-reinforced thermosetting plastics (GRP) pipes and fittings — Determination of the resistance to chemical attack for the inside of a section in a deflected condition";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555641";"";"";"79759"
"SR";"ISO/TC 138/SC 6";"ISO 15306:2003 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Glass-reinforced thermosetting plastics (GRP) pipes — Determination of the resistance to cyclic internal pressure";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555781";"";"";"27204"
"SR";"ISO/TC 146/SC 2";"ISO 17733:2015 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Workplace air — Determination of mercury and inorganic mercury compounds — Method by cold-vapour atomic absorption spectrometry or atomic fluorescence spectrometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555472";"";"";"67798"
"SR";"ISO/TC 147/SC 2";"ISO 10359-2:1994 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of fluoride — Part 2: Determination of inorganically bound total fluoride after digestion and distillation";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555415";"";"";"18417"
"SR";"ISO/TC 147/SC 2";"ISO 10566:1994 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of aluminium — Spectrometric method using pyrocatechol violet";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555443";"";"";"18651"
"SR";"ISO/TC 147/SC 2";"ISO 14402:1999 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Water quality — Determination of phenol index by flow analysis (FIA and CFA)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555490";"";"ISO";"23708"
"SR";"ISO/TC 147/SC 2";"ISO 15705:2002 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of the chemical oxygen demand index (ST-COD) — Small-scale sealed-tube method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555601";"";"";"28778"
"SR";"ISO/TC 147/SC 2";"ISO 17858:2007 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of dioxin-like polychlorinated biphenyls — Method using gas chromatography/mass spectrometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555320";"";"";"38503"
"SR";"ISO/TC 147/SC 2";"ISO 20596-2:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of cyclic volatile methylsiloxanes in water — Part 2: Method using liquid-liquid extraction with gas chromatography-mass spectrometry (GC-MS)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555162";"";"";"72387"
"SR";"ISO/TC 147/SC 2";"ISO 27108:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of selected plant treatment agents and biocide products — Method using solid-phase microextraction (SPME) followed by gas chromatography-mass spectrometry (GC-MS)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555461";"";"";"44000"
"SR";"ISO/TC 147/SC 2";"ISO 5961:1994 (Ed 2, vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of cadmium by atomic absorption spectrometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556008";"";"";"12157"
"SR";"ISO/TC 147/SC 2";"ISO 6333:1986 (vers 8)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of manganese — Formaldoxime spectrometric method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555319";"";"";"12631"
"SR";"ISO/TC 147/SC 2";"ISO 7980:1986 (vers 8)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of calcium and magnesium — Atomic absorption spectrometric method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555414";"";"";"14972"
"SR";"ISO/TC 147/SC 2";"ISO 8165-2:1999 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of selected monovalent phenols — Part 2: Method by derivatization and gas chromatography";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555321";"";"";"15250"
"SR";"ISO/TC 147/SC 2";"ISO 8245:1999 (Ed 2, vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Guidelines for the determination of total organic carbon (TOC) and dissolved organic carbon (DOC)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556095";"";"";"29920"
"SR";"ISO/TC 147/SC 2";"ISO 9297:1989 (vers 7)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of chloride — Silver nitrate titration with chromate indicator (Mohr's method)";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555485";"";"";"16952"
"SR";"ISO/TC 147/SC 2";"ISO 9963-1:1994 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of alkalinity — Part 1: Determination of total and composite alkalinity";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556036";"";"";"17868"
"SR";"ISO/TC 147/SC 2";"ISO 9963-2:1994 (vers 6)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Determination of alkalinity — Part 2: Determination of carbonate alkalinity";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556035";"";"";"20105"
"SR";"ISO/TC 147/SC 3";"ISO 10703:2021 (Ed 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Water quality — Gamma-ray emitting radionuclides — Test method using high resolution gamma-ray spectrometry";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555809";"";"ISO";"78790"
"SR";"ISO/TC 147/SC 4";"ISO 15553:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Isolation and identification of Cryptosporidium oocysts and Giardia cysts from water";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556116";"";"";"39804"
"SR";"ISO/TC 147/SC 4";"ISO 16266:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Detection and enumeration of Pseudomonas aeruginosa — Method by membrane filtration";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556096";"";"";"39272"
"SR";"ISO/TC 147/SC 4";"ISO 6222:1999 (Ed 2, vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Water quality — Enumeration of culturable micro-organisms — Colony count by inoculation in a nutrient agar culture medium";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555489";"";"CEN";"28960"
"SR";"ISO/TC 147/SC 5";"ISO 10710:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Growth inhibition test with the marine and brackish water macroalga Ceramium tenuicorne";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556109";"";"";"46064"
"SR";"ISO/TC 147/SC 5";"ISO 21427-2:2006 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Water quality — Evaluation of genotoxicity by measurement of the induction of micronuclei — Part 2: Mixed population method using the cell line V79";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556097";"";"";"39681"
"SR";"ISO/TC 147/SC 5";"ISO 8192:2007 (Ed 2, vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Water quality — Test for inhibition of oxygen consumption by activated sludge for carbonaceous and ammonium oxidation";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556037";"";"ISO";"37369"
"SR";"ISO/TC 153";"ISO 6002:2021 (Ed 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial valves — Bolted bonnet steel gate valves";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555166";"";"";"76468"
"SR";"ISO/TC 154";"ISO 15000-1:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Electronic business eXtensible Markup Language (ebXML) — Part 1: Messaging service core specification";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556080";"";"";"79108"
"SR";"ISO/TC 154";"ISO 15000-2:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Electronic business eXtensible Markup Language (ebXML) — Part 2: Applicability Statement (AS) profile of ebXML messaging service";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555719";"";"";"79109"
"SR";"ISO/TC 154";"ISO 19626-2:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Processes, data elements and documents in commerce, industry and administration — Trusted communication platform for electronic documents — Part 2: Applications";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555577";"";"";"67936"
"SR";"ISO/TC 156";"ISO 18070:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Corrosion of metals and alloys — Crevice corrosion formers with disc springs for flat specimens or tubes made from stainless steel";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555606";"";"ISO";"61290"
"SR";"ISO/TC 156";"ISO 18089:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Corrosion of metals and alloys — Determination of the critical crevice temperature (CCT) for stainless steels under potentiostatic control";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556282";"";"";"61348"
"SR";"ISO/TC 156";"ISO 22848:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Corrosion of metals and alloys — Test method for measuring the stress corrosion crack growth rate of steels and alloys under static-load conditions in high-temperature water";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555807";"";"";"74042"
"SR";"ISO/TC 156";"ISO 8407:2021 (Ed 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Corrosion of metals and alloys — Removal of corrosion products from corrosion test specimens";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555211";"";"ISO";"71866"
"SR";"ISO/TC 163/SC 1";"ISO 21901:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Thermal insulation — Test method for thermal diffusivity — Periodic heat method";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556350";"";"";"72125"
"SR";"ISO/TC 163/SC 1";"ISO 6781-3:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Performance of buildings — Detection of heat, air and moisture irregularities in buildings by infrared methods — Part 3: Qualifications of equipment operators, data analysts and report writers";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555605";"";"ISO";"61357"
"SR";"ISO/TC 163/SC 2";"ISO 13787:2003 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Thermal insulation products for building equipment and industrial installations — Determination of declared thermal conductivity";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556112";"";"CEN";"37056"
"SR";"ISO/TC 163/SC 2";"ISO 15758:2014 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, ISO lead";"Obligated voter";"Hygrothermal performance of building equipment and industrial installations — Calculation of water vapour diffusion — Cold pipe insulation systems";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555462";"";"ISO";"54473"
"SR";"ISO/TC 163/SC 2";"ISO 15927-1:2003 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Hygrothermal performance of buildings — Calculation and presentation of climatic data — Part 1: Monthly means of single meteorological elements";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555466";"";"CEN";"29559"
"SR";"ISO/TC 163/SC 2";"ISO 15927-2:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Hygrothermal performance of buildings — Calculation and presentation of climatic data — Part 2: Hourly data for design cooling load";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556040";"";"CEN";"44282"
"SR";"ISO/TC 163/SC 2";"ISO 15927-3:2009 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Hygrothermal performance of buildings - Calculation and presentation of climatic data — Part 3: Calculation of a driving rain index for vertical surfaces from hourly wind and rain data";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555492";"";"CEN";"44281"
"SR";"ISO/TC 163/SC 2";"ISO 15927-5:2004 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"Joint, CEN lead";"Obligated voter";"Hygrothermal performance of buildings — Calculation and presentation of climatic data — Part 5: Data for design heat load for space heating";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555491";"";"CEN";"35563"
"SR";"ISO/TC 163/SC 2";"ISO 6243:1997 (vers 5)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Climatic data for building design — Proposed system of symbols";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556041";"";"";"12522"
"SR";"ISO/TC 165";"ISO 16598:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Timber structures — Structural classification for sawn timber";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555199";"";"";"57243"
"SR";"ISO/TC 165";"ISO 22389-1:2010 (vers 3)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Timber structures — Bending strength of I-beams — Part 1: Testing, evaluation and characterization";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555200";"";"";"50691"
"SR";"ISO/TC 173/SC 1";"ISO 10865-2:2015 (vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Wheelchair containment and occupant retention systems for accessible transport vehicles designed for use by both sitting and standing passengers — Part 2: Systems for forward-facing wheelchair-seated passengers";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555482";"";"";"46215"
"SR";"ISO/TC 176/SC 3";"ISO 10013:2021";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Quality management systems — Guidance for documented information";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555260";"";"";"75736"
"SR";"ISO/TC 176/SC 3";"ISO 10019:2005 (vers 4)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Guidelines for the selection of quality management system consultants and use of their services";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556332";"";"";"35651"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1003:2019 (Ed 6, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1003: Application module: Curve appearance";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556151";"";"";"78597"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1025:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1025: Application module: Alias identification";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556142";"";"";"79336"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1043:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1043: Application module: Work order";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556138";"";"";"78606"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1054:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1054: Application module: Value with unit";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555423";"";"";"78609"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1055:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1055: Application module: Part definition relationship";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556304";"";"";"78610"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1058:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1058: Application module: Configuration effectivity";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555742";"";"";"78611"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1091:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1091: Application module: Maths space";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556171";"";"";"79373"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1092:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1092: Application module: Maths value";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555536";"";"";"79374"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1103:2019 (Ed 6, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1103: Application module: Product class";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555617";"";"";"78612"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1105:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1105: Application module: Multi linguism";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555753";"";"";"78614"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1114:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1114: Application module: Classification assignment";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555610";"";"";"78618"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1118:2019 (Ed 3, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1118: Application module: Measure representation";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556355";"";"";"78619"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1126:2019 (Ed 5, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1126: Application module: Document properties";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556340";"";"";"78620"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1128:2019 (Ed 2, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1128: Application module: External item identification assignment";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=556370";"";"";"78621"
"SR";"ISO/TC 184/SC 4";"ISO/TS 10303-1147:2019 (Ed 4, vers 2)";"";"";"Open";"2026-01-15";"2026-06-04";"";"Obligated voter";"Industrial automation systems and integration — Product data representation and exchange — Part 1147: Application module: Manufacturing configuration effectivity";"https://isotc.iso.org/livelink/eb3/part/sr/ballotAction.do?method=doView&id=555618";"";"";"78623"
